"einladen","приглашать","lädst/lädt; eingeladen","verb;theme5"
"anrufen","звонить","angerufen","verb;theme5"
"leben","жить","gelebt","verb;theme5"
"ausgehen","выходить в свет","sein + ausgegangen","verb;theme5"
"einkaufen","закупаться","eingekauft","verb;theme5"
"aufräumen","убираться","aufgeräumt","verb;theme5"
"fernsehen","смотреть ТВ","sieht/siehst; ferngesehen","verb;theme5"
"sagen","сказать","gesagt","verb;theme5"
"mitbringen","приносить","mitgebracht","verb;theme6"
"war","был","er war; sein + gewesen","verb;theme6"
"feiern","праздновать","gefeiert","verb;theme6"
"aussehen","выглядеть","sieht/siehst; ausgesehen","verb;theme6"
"essen","кушать","isst; gegessen","verb;theme7"
"wollen","хотеть","gewollt","verb;theme7"
"müssen","должен","gemusst","verb;theme7"
"mitkommen","идти вместе","mitgekommen","verb;theme7"
"trinken","пить","getrunken","verb;theme7"
"grillen","жарить","gegrillt","verb;theme7"
"nehmen","брать","nihmmt/nihmmst; genohmmen","verb;theme7"
"kommen","прийти, прибыть","gekommen","verb;theme7"
"frühstücken","завтракать","gefrühstückt","verb;theme7"
"freihaben","быть свободным","freigehabt","verb;theme8"
"aufstehen","вставать, просыпаться","aufgestanden","verb;theme8"
"ausschlafen","выспаться","ausschläft/ausschläfst; ausgeschlafen","verb;theme8"
"können","мочь","gekonnt","verb;theme8"
"holen","получать","geholt","verb;theme8"
"abholen","встречать, забирать","abgeholt","verb;theme8"
"telefonieren","говорить по телефону","telefoniert","verb;theme8"
"bringen","приносить","gebracht","verb;theme8"
"bleiben","остаться","geblieben","verb;theme8"
"bezahlen","платить","bezahlt","verb;theme8"
"verkaufen","продавать","verkauft","verb;theme8"
"fliegen","летать","sein + geflogen","verb;theme9"
"unterschreiben","подписывать","unterschrieben","verb;theme9"
"dauern","длиться","gedauert","verb;theme9"
"packen","упаковывать","gepackt","verb;theme9"
"auspacken","распаковывать","ausgepackt","verb;theme9"
"umsteigen","пересаживаться","umgestiegen","verb;theme9"
"einsteigen","посадка (глагол)","eingestiegen","verb;theme9"
"aussteigen","высадка (глагол)","ausgestiegen","verb;theme9"
"benutzen","использовать","benutzt","verb;theme9"
"kennenlernen","знакомиться","kennengelernt","verb;theme10"
"antworten","отвечать","geantwortet","verb;theme10"
"organisieren","организовывать","organisiert","verb;theme10"
"kopieren","копировать","kopiert","verb;theme10"
"passieren","случаться","passiert","verb;theme10"
"sammeln","собирать","gesammelt","verb;theme10"
"ankommen","прибывать","angekommen","verb;theme10"
"anbieten","предлагать","angeboten","verb;theme11"
"warten","ждать","gewartet","verb;theme11"
"besuchen","посещать","besucht","verb;theme11"
"liegen","лежать","gelegen","verb;theme11"
"stehen","стоять","gestanden","verb;theme11"
"hängen","висеть","gehangen","verb;theme11"
"finden","искать","gefunden","verb;theme11"
"umziehen","переезжать","sein + umgezogen","verb;theme11"
"heiraten","жениться","geheiratet","verb;theme11"
"abnehmen","худеть","nihmmt/nihmmst; abgenohmmen","verb;theme12"
"vergessen","забывать","vergisst; vergessen","verb;theme12"
"lachen","смеяться","gelacht","verb;theme12"
"rauchen","курить","geraucht","verb;theme12"
"wehtun","причинять боль","wehgetan","verb;theme12"
"fallen","падать","fällt/fällst; sein + gefallen","verb;theme12"
"sagen","сказать","gesagt","verb;theme12"
"öffnen","открывать","geöffnet","verb;theme12"
"verdienen","зарабатывать","verdient","verb;theme13"
"vorbereiten","подготавливать","vorbereitet","verb;theme13"
"geben","давать","gibst/gibt; gegeben","verb;theme13"
"tragen","носить","trägst trägt; getragen","verb;theme13"
"bekommen","получать","bekommen","verb;theme13"
"schmücken","наряжать","geschmückt","verb;theme13"
"tauschen","обмениваться","getauscht","verb;theme13"
"anstoßen","выпивать, чокаться","stößt an; angestoßen","verb;theme13"
"beginnen","начинать","begonnen","verb;theme13"
"zeigen","показывать","gezeigt","verb;theme13"
"schenken","дарить","geschenkt","verb;theme13"
"singen","петь","gesungen","verb;theme13"
"enden","заканчивать","geendet","verb;theme13"
"anziehen","примерять","angezogen","verb;theme14"
"gehören","принадлежать","gehört","verb;theme14"
"gefallen","нравиться(кому-то)","gefällst gefällt; gefallen","verb;theme14"
"schmecken","иметь вкусный вкус","geschmeckt","verb;theme14"
"passen","подходит(по размеру)","gepasst","verb;theme14"
"anhaben","носить(в данный момент)","angehabt","verb;theme14"
"danken","благодарить","gedankt","verb;theme14"
"sollen","должен","sollst/soll; gesollt","verb;theme15"
"abfahren","отбывать","fährt/fährst ab; sein + abgefahren","verb;theme15"
"werfen","бросать","wirfs/wirf; geworfen","verb;theme15"
"dürfen","разрешается","darfst/darf; gedurft","verb;theme15"
"schauen","взглянуть, посмотреть","geschaut","verb;theme15"
"kontrollieren","контролировать","kontrolliert","verb;theme15"
"stehen bleiben","останавливаться","sein + stehen geblieben","verb;theme15"
"bremsen","тормозить","gebremst","verb;theme15"
"baden","купаться","gebadet","verb;theme16"
"bummeln","гулять","gebummelt","verb;theme16"
"tauchen","нырять, погружаться","sein + getaucht","verb;theme16"
"angeln","рыбачить","geangelt","verb;theme16"
"zelten","кэмпинг в палатке","gezeltet","verb;theme16"
"segeln","ходить под парусом","sein + gesegelt","verb;theme16"
"mieten","снимать(квартиру)","gemietet","verb;theme16"
"würde","бы(хотел бы)","würdest würde; würden","verb;theme16"
"schincken","отправить","geschickt","verb;theme16"
"reparieren","чинить","repariert","verb;theme16"
"reisen","путешествовать","sein + gereist","verb;theme16"
"reservieren","резервировать","reserviert","verb;theme16"
"ausmachen","выключить","ausgemacht","verb;theme16"
"genießen","наслаждаться","genossen","theme2_1;verb"
"abfliegen","улетать","sein + abgeflogen","theme2_1;verb"
"buchen","бронировать","gebucht","theme2_1;verb"
"verlieren","потерять","verloren","theme2_1;verb"
"besichtigen","осматривать","besichtigt","theme2_1;verb"
"erklären","объяснять","erklärt","theme2_1;verb"
"empfehlen","рекомендовать","empfiehlt/empfiehlst; empfohlen","theme2_1;verb"
"weg sein","уйти","sein + weg gewesen","theme2_1;verb"
"sitzen","сидеть","gesessen","theme2_1;verb"
"bieten","предлогать","geboten","theme2_1;verb"
"akzeptieren","принимать","akzeptiert","theme2_2;verb"
"aufmachen","открыть","aufgemacht","theme2_2;verb"
"auswandern","эмигрировать","sein + ausgewandert","theme2_2;verb"
"chatten","чатиться","gechattet","theme2_2;verb"
"kommunizieren","беседовать","kommuniziert","theme2_2;verb"
"skypen","скайпиться","geskypt","theme2_2;verb"
"surfen","заниматься серфингом","gesurft","theme2_2;verb"
"verlassen","оставлять","verlässt; verlassen","theme2_2;verb"
"drücken","нажимать","gedrückt","theme2_2;verb"
"wählen","выбирать","gewählt","theme2_2;verb"
"diskutieren","дискутировать","diskutiert","theme2_2;verb"
"bestellen","заказывать","bestellt","theme2_2;verb"
"verbinden","соединять","verbunden","theme2_2;verb"
"werden","становиться","wirst wird; sein + geworden","theme2_2;verb"
"schneiden","резать","geschnitten","theme2_3;verb"
"springen","прыгать","sein + gesprungen","theme2_3;verb"
"vorlesen","читать в слух","vorliest; vorgelesen","theme2_3;verb"
"ausprobieren","проверять","ausprobiert","theme2_3;verb"
"klettern","карабкаться","sein + geklettert","theme2_3;verb"
"dabei sein","присутствовать","sein + gewesen","theme2_3;verb"
"stapeln","складывать","gestapelt","theme2_3;verb"
"malen","рисовать","gemalt","theme2_3;verb"
"kämpfen","драться, воевать","gekämpft","theme2_3;verb"
"schlagen","биться","schlägt/schlägst; geschlagen","theme2_3;verb"
"merken","замечать","gemerkt","theme2_3;verb"
"gewinnen","выигрывать","gewonnen","theme2_3;verb"
"üben","тренироваться","geübt","theme2_3;verb"
"auftreten","выступать","tritt trittst; sein + aufgetreten","theme2_4;verb"
"begleiten","сопровождать","begleitet","theme2_4;verb"
"moderieren","вести (шоу)","moderiert","theme2_4;verb"
"entscheiden","решить","entscheiden","theme2_4;verb"
"ersetzen","замещать","ersetzt","theme2_4;verb"
"gelten","считаться","gegolten","theme2_4;verb"
"angemeldet sein","быть зарегистрированным","sein + angemeldet gewesen","theme2_4;verb"
"bauen","строить","gebaut","theme2_4;verb"
"dekorieren","декорироваь","dekoriert","theme2_4;verb"
"geißen","поливать","gegossen","theme2_4;verb"
"pflanzen","сажать(цветы)","gepflanzt","theme2_4;verb"
